filename,time,participant_id,device_model,android_version,screen_width,screen_height,rank,product_name,price,promotion
1764349413188_706.jpg,2025-11-28T18:03:33.188000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,"Friteuse sans huile NINJA - Foodi AF200EU - Capacité 7,6L - Double cuve - 4 programmes de cuisson -...",99.99,Black Friday
1764349521556_707.jpg,2025-11-28T18:05:21.556000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,"Friteuse sans huile NINJA - Foodi AF200EU - Capacité 7,6L - Double cuve - 4 programmes de cuisson - 2400W",99.99,Black Friday
1764349521556_707.jpg,2025-11-28T18:05:21.556000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,2,,149.99,
1764349521556_707.jpg,2025-11-28T18:05:21.556000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,3,,59.99,
1764349521556_707.jpg,2025-11-28T18:05:21.556000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,4,,89.99,
1764349521556_707.jpg,2025-11-28T18:05:21.556000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,5,,109.99,
1764837987041_711.jpg,2025-12-04T09:46:27.041000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,99.99,
1764928518254_755.jpg,2025-12-05T10:55:18.254000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,"Friteuse sans huile NINJA - Foodi AF200EU - Capacité 7,6L - Double cuve - 4 programmes de cuisson ...",99.99,Meilleur prix; Moins cher qu'Amazon.fr
1764929475975_784.jpg,2025-12-05T11:11:15.975000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,"Friteuse sans huile NINJA - Foodi AF200EU - Capacité 7,6L - Double cuve - 4 programmes de cuisson ...",99.99,
1764929475975_784.jpg,2025-12-05T11:11:15.975000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,2,,199.99,
1764929475975_784.jpg,2025-12-05T11:11:15.975000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,3,,59.99,
1764929475975_784.jpg,2025-12-05T11:11:15.975000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,4,,96.4,
1764929475975_784.jpg,2025-12-05T11:11:15.975000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,5,,89.99,
1764945951797_807.jpg,2025-12-05T15:45:51.797000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,99.99,Nouveau Client ? -10€ dès 50€ d'achat*
1765024915193_830.jpg,2025-12-06T13:41:55.193000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,"Friteuse sans huile NINJA - Foodi AF200EU - Capacité 7,6L - Double cuve - 4 programmes de cuisson ...",99.99,Meilleur prix
